filename,pose_bucket,pose_yaw,pose_pitch,pose_roll,quality_overall,quality_sharpness,quality_blur,quality_jpeg_noise,expression_mouth_open_intensity,expression_smile_intensity,mesh_path,geo_cranial_face_index,geo_jaw_width_ratio,geo_canthal_tilt_3d_L,geo_canthal_tilt_3d_R,geo_canthal_tilt_L,geo_canthal_tilt_R,geo_interorbital_ratio,geo_orbit_depth_L_ratio,geo_orbit_depth_R_ratio,geo_gonial_angle_L,geo_gonial_angle_R,geo_mandibular_ramus_length,geo_nose_width_ratio,geo_nose_projection_ratio,geo_nasal_frontal_index,geo_chin_projection_ratio,geo_orbit_centroid_ratio,geo_glabella_nasion_projection_angle,geo_forehead_slope_index,geo_nasofacial_angle_ratio,geo_orbital_perimeter_symmetry,geo_orbital_asymmetry_index,geo_gnathion_midline_deviation_ratio,tex_lbp_uniformity,tex_lbp_entropy,tex_glcm_contrast,tex_glcm_energy,tex_glcm_homogeneity,tex_glcm_correlation,tex_gabor_mean,tex_gabor_std,tex_laplacian_energy,tex_spot_density,tex_specular_gloss,tex_skin_tone_std,tex_pigmentation_index,tex_wrinkle_forehead,tex_nasolabial_depth,tex_crow_feet_score,tex_nose_pore_density,tex_uv_spot_density,tex_uv_wrinkle_energy,tex_uv_texture_entropy,tex_uv_silicone_flatness,tex_uv_retouch_score,tex_quality_sharpness_score,tex_quality_noise_score,tex_quality_quality_index,tex_notes
calibration_y44p2r-13.jpg,left_threequarter_mid,-40.2584,-15.5437,22.6682,0.9869,200.0237,200.0237,1.0931,0.2202,1.4644,/Volumes/SDCARD/storage/calibration/calibration_y44p2r-13,0.5927,,54.2463,,54.2463,,0.6857,0.047,,,,,0.1836,0.3226,-0.318,,0.5168,170.0155,1.8891,0.1912,0.7794,0.2206,,0.1223,2.1911,2.5393,0.5936,0.9202,0.9855,8.5613,26.0231,0.0113,0.0915,0.0295,16.991,4.8589,,,,,0.0881,17.8338,1.2947,0.6287,0.1431,572.6072,43.8757,0.6536,[]
calibration_y45p-4r-7.jpg,left_threequarter_mid,-40.9747,-0.0683,6.2639,0.8216,115.5094,115.5094,1.4554,0.337,1.6927,/Volumes/SDCARD/storage/calibration/calibration_y45p-4r-7,0.646,,13.1419,,13.1419,,0.6854,0.0244,,,,,0.1889,0.311,-0.3619,,0.507,176.47,1.9608,0.2009,0.726,0.274,,0.1128,2.2376,1.0556,0.5852,0.9049,0.9934,8.1292,19.4625,0.0048,0.1121,0.0264,15.9103,3.8155,,,,,0.1035,31.0086,1.2673,0.5593,0.1158,220.9171,39.8066,0.2004,[]
calibration_y45p-5r-7.jpg,left_threequarter_mid,-41.2142,-0.9423,6.4289,0.9763,312.8901,312.8901,1.9718,0.3623,1.6651,/Volumes/SDCARD/storage/calibration/calibration_y45p-5r-7,0.6412,,14.8186,,14.8186,,0.6855,0.0232,,,,,0.1878,0.3118,-0.3619,,0.5069,176.9467,1.9661,0.1999,0.729,0.271,,0.1092,2.2573,2.1014,0.5835,0.8761,0.9866,11.5001,20.5752,0.012,0.1107,0.0292,15.9032,4.5017,,,,,0.1054,21.4559,1.2645,0.6203,0.1614,552.9571,39.771,0.668,[]
calibration_y46p-5r-27.jpg,left_threequarter_mid,-43.581,-16.4532,33.8636,0.9774,524.5041,524.5041,1.8858,0.2327,1.3506,/Volumes/SDCARD/storage/calibration/calibration_y46p-5r-27,0.5778,,110.2897,,110.2897,,0.7,-0.038,,,,,0.1832,-0.3088,0.3067,,0.5252,6.6977,0.0744,-0.1784,0.7726,0.2274,,0.1144,2.2293,2.1564,0.6111,0.9119,0.9869,8.6069,23.8858,0.0106,0.0751,0.0296,17.428,5.0398,,,,,0.0734,25.2875,1.2996,0.5853,0.1337,486.3995,45.0942,0.6141,[]
calibration_y46p7r-6.jpg,left_threequarter_mid,-44.0326,-16.3201,18.5957,0.9782,316.383,316.383,1.8208,0.1856,1.4612,/Volumes/SDCARD/storage/calibration/calibration_y46p7r-6,0.5948,0.1477,53.292,,53.292,,0.7013,0.0468,,57.4684,43.4705,0.518,0.1786,0.3143,-0.3119,0.0681,0.5232,170.2931,1.8921,0.187,0.7775,0.2225,0.3769,0.1185,2.2102,2.2551,0.5812,0.9039,0.9866,9.2593,24.474,0.01,0.0791,0.0297,17.5356,5.0778,,,,,0.0768,25.7082,1.3008,0.5878,0.1374,493.033,45.3516,0.6103,[]
calibration_y47p5r14.jpg,left_threequarter_deep,-46.4887,0.7703,-10.9405,0.9891,187.464,187.464,0.9092,0.1716,1.5617,/Volumes/SDCARD/storage/calibration/calibration_y47p5r14,0.6542,0.1519,18.6095,,18.6095,,0.6833,0.0428,,57.8495,43.6829,0.5686,0.1797,0.324,-0.352,0.0635,0.5184,171.1088,1.9012,0.212,0.7544,0.2456,0.3328,0.1178,2.2119,2.9408,0.5866,0.9091,0.9848,10.2367,25.6153,0.0134,0.0757,0.0287,16.5608,5.5372,,,,,0.0727,23.0834,1.2891,0.5566,0.1438,675.9692,43.2684,0.6141,[]
calibration_y48p-1r-17.jpg,left_threequarter_mid,-43.2066,-15.6157,26.5864,0.9795,393.4091,393.4091,1.7079,0.1997,1.4887,/Volumes/SDCARD/storage/calibration/calibration_y48p-1r-17,0.5841,0.146,62.4422,,62.4422,,0.6951,0.0382,,56.7366,43.8502,0.522,0.18,0.3135,-0.3117,0.0649,0.5227,172.8993,1.9211,0.1831,0.7752,0.2248,0.3883,0.1163,2.2194,1.8413,0.6065,0.9186,0.9866,7.8726,23.0062,0.0086,0.0664,0.0278,16.9909,6.693,,,,,0.0648,19.7838,1.3051,0.6251,0.1342,407.3074,43.4543,0.6122,[]
calibration_y48p-5r-5.jpg,left_threequarter_deep,-46.724,0.9215,4.0089,0.9802,182.301,182.301,1.6481,0.1505,1.5045,/Volumes/SDCARD/storage/calibration/calibration_y48p-5r-5,0.6499,0.1466,36.625,,36.625,,0.6457,0.0373,,57.3506,44.2055,0.575,0.1788,0.3136,-0.3528,0.0634,0.5124,172.8545,1.9206,0.2038,0.7535,0.2465,0.3647,0.1092,2.2546,2.4774,0.5854,0.9041,0.987,9.8136,25.8894,0.0113,0.0774,0.0285,17.129,5.593,,,,,0.0738,27.2978,1.2939,0.5312,0.1242,549.5949,44.5446,0.6086,[]
calibration_y49p-14r6.jpg,right_threequarter_deep,48.6142,-14.2085,5.9946,0.9742,353.002,353.002,2.1501,0.569,1.8275,/Volumes/SDCARD/storage/calibration/calibration_y49p-14r6,0.6948,,,36.7809,,36.7809,0.641,,0.0368,,,,0.1815,0.2995,-0.3846,,0.5155,177.9106,1.9768,0.208,0.837,0.163,,0.1146,2.23,1.3166,0.5831,0.8764,0.9915,12.0716,21.2598,0.0077,0.1135,0.029,17.0796,3.9821,,,,,0.1108,64.6269,1.2923,0.4135,0.1131,284.8735,42.8909,0.2828,[]
calibration_y4p-5r4.jpg,frontal,3.5487,-4.6861,3.5553,0.9585,144.6824,144.6824,1.3892,0.2049,1.4968,/Volumes/SDCARD/storage/calibration/calibration_y4p-5r4,0.6549,0.1514,14.794,8.2123,14.794,8.2123,0.7164,0.0291,0.0344,58.8797,43.7577,0.5865,0.1857,0.2969,-0.3524,0.0573,0.5045,178.7853,1.9865,0.1945,0.8052,0.1948,0.4697,0.1208,2.2009,1.9599,0.5811,0.9054,0.9848,8.6263,19.6449,0.0095,0.0796,0.0285,14.0287,4.8118,0.008,0.0504,0.0026,1250.5509,0.0812,10.8661,1.2467,0.7684,0.1582,487.3792,35.1754,0.8793,[]
calibration_y4p-6r-5.jpg,frontal,-2.4561,4.0625,4.4334,0.9802,413.2274,413.2274,1.6503,0.2624,1.6478,/Volumes/SDCARD/storage/calibration/calibration_y4p-6r-5,0.6483,,12.545,6.293,12.545,6.293,0.7272,0.0232,0.0352,,,,0.1883,0.3102,-0.3677,,0.5206,178.4623,1.9829,0.2011,0.7933,0.2067,,0.1133,2.2352,2.4561,0.591,0.8904,0.9869,13.2588,29.0033,0.0123,0.0481,0.0266,21.3878,7.4787,0.0057,0.0676,0.0073,815.3926,0.0557,32.7628,1.3072,0.5041,0.1377,533.1981,55.3479,0.8841,[]
calibration_y4p0r0.jpg,frontal,4.4106,-0.2921,-0.2649,0.6489,78.3619,78.3619,1.3989,0.5157,1.3151,/Volumes/SDCARD/storage/calibration/calibration_y4p0r0,0.6615,,12.1745,5.7735,12.1745,5.7735,0.7099,0.0382,0.0415,,,,0.1872,0.2989,-0.3561,,0.4954,177.1297,1.9681,0.1977,0.803,0.197,,0.1075,2.2648,1.2161,0.5593,0.902,0.9928,5.8336,18.7193,0.0053,0.0996,0.0271,13.8392,3.9448,0.0037,0.0385,0.0014,660.4871,0.1103,23.6451,1.2307,0.6536,0.11,262.178,34.1865,0.3726,[]
calibration_y4p12r5.jpg,frontal,3.627,12.2601,4.7272,0.9686,682.0009,682.0009,2.615,0.0159,1.5604,/Volumes/SDCARD/storage/calibration/calibration_y4p12r5,0.6371,0.1533,12.8934,10.4639,12.8934,10.4639,0.7239,0.0316,0.0417,58.4813,44.6119,0.5878,0.1974,0.3123,-0.3645,0.0541,0.513,176.5679,1.9619,0.199,0.7979,0.2021,0.4633,0.1109,2.2463,2.1895,0.5164,0.8619,0.9874,13.3241,27.5737,0.0134,0.0423,0.0293,23.1876,3.2493,0.0072,0.1044,0.0051,758.2178,0.0248,70.9796,1.3133,0.3694,0.1158,533.8398,58.3508,0.8652,[]
calibration_y4p1r5.jpg,frontal,4.4922,0.9764,4.9372,0.9732,505.1418,505.1418,2.2313,0.0362,1.7386,/Volumes/SDCARD/storage/calibration/calibration_y4p1r5,0.6551,0.1578,13.9403,8.7984,13.9403,8.7984,0.7149,0.0313,0.0412,59.4453,44.0042,0.5853,0.198,0.3108,-0.3588,0.055,0.5025,178.8575,1.9873,0.2036,0.8083,0.1917,0.46,0.113,2.2369,2.2274,0.5496,0.8675,0.9875,13.2895,27.3206,0.0149,0.0595,0.0268,22.262,2.9459,0.0056,0.1158,0.0036,714.7248,0.0453,65.1622,1.3117,0.4019,0.1225,551.7228,56.2137,0.8852,[]
calibration_y4p3r4.jpg,frontal,3.7108,2.4727,4.1777,0.8638,124.4672,124.4672,1.4216,0.2114,1.3363,/Volumes/SDCARD/storage/calibration/calibration_y4p3r4,0.6578,0.1607,12.2089,6.0722,12.2089,6.0722,0.7171,0.029,0.0332,59.5662,43.6161,0.5823,0.1823,0.3035,-0.3612,0.0573,0.504,178.217,1.9802,0.1996,0.8072,0.1928,0.4664,0.1106,2.246,1.2219,0.5665,0.9242,0.9916,5.7411,20.4275,0.0049,0.0781,0.0274,11.3505,4.9541,0.004,0.0203,0.0028,543.186,0.0892,22.1475,1.203,0.6191,0.1137,253.243,28.5539,0.3477,[]
calibration_y4p7r9.jpg,frontal,3.8679,7.2432,8.9785,0.9802,153.7369,153.7369,1.6514,0.1008,1.8235,/Volumes/SDCARD/storage/calibration/calibration_y4p7r9,0.6855,0.1441,13.4171,7.3686,13.4171,7.3686,0.7075,0.013,0.0183,60.737,44.7862,0.601,0.1988,0.2776,-0.3762,0.0424,0.5006,172.4095,1.9157,0.1903,0.8063,0.1937,0.4498,0.113,2.2335,1.1115,0.5951,0.9224,0.9916,5.7634,18.6064,0.0051,0.072,0.0272,19.9954,3.9445,0.0038,0.0278,0.0027,608.3539,0.0803,24.7583,1.2952,0.592,0.1168,236.9278,49.8425,0.3021,[]
calibration_y50p-8r3.jpg,left_threequarter_deep,-46.1318,12.0744,-10.9331,0.9626,585.2954,585.2954,3.1171,0.0969,1.5151,/Volumes/SDCARD/storage/calibration/calibration_y50p-8r3,0.6571,0.1482,10.7755,,10.7755,,0.6456,0.0372,,56.3516,43.8159,0.5968,0.1834,0.3158,-0.3656,0.0625,0.5139,175.1863,1.9465,0.2075,0.7224,0.2776,0.38,0.1084,2.2651,1.965,0.6127,0.8907,0.9859,9.9128,24.4445,0.0108,0.0487,0.0295,12.4501,5.5053,,,,,0.0396,46.6085,1.2141,0.4596,0.1088,436.337,32.5258,0.595,[]
calibration_y52p-25r-30.jpg,left_threequarter_deep,-53.6657,9.813,11.1705,0.9788,371.9798,371.9798,1.7632,0.1813,1.5287,/Volumes/SDCARD/storage/calibration/calibration_y52p-25r-30,0.678,0.133,23.3217,,23.3217,,0.6476,0.0443,,55.9461,44.1388,0.6112,0.1786,0.3036,-0.368,0.0643,0.5158,172.6488,1.9183,0.2059,0.7196,0.2804,0.3534,0.1127,2.2386,2.304,0.6029,0.8936,0.9871,10.6505,24.5436,0.0114,0.0789,0.0299,16.494,3.6525,,,,,0.0776,35.1392,1.2815,0.4902,0.1341,515.725,42.6605,0.5173,[]
calibration_y52p10r16.jpg,right_threequarter_deep,51.9208,10.7696,16.4043,0.98,214.3683,214.3683,1.6687,0.5043,1.5404,/Volumes/SDCARD/storage/calibration/calibration_y52p10r16,0.7228,,,7.5287,,7.5287,0.6427,,0.0323,,,,0.1802,0.2847,-0.3983,,0.5125,175.7153,1.9524,0.2058,0.7995,0.2005,,0.1219,2.1957,1.1663,0.562,0.889,0.9924,9.5617,20.0631,0.0049,0.103,0.0283,17.4979,3.6776,,,,,0.0903,47.2574,1.3055,0.4848,0.1181,221.7349,44.1215,0.162,[]
calibration_y53p11r25.jpg,left_threequarter_deep,-60.7748,7.2193,-25.3178,0.9802,344.1807,344.1807,1.6537,0.3336,1.1868,/Volumes/SDCARD/storage/calibration/calibration_y53p11r25,0.6899,,5.0181,,5.0181,,0.6536,0.0551,,,,,0.1811,0.3157,-0.3735,,0.5104,173.3434,1.926,0.2178,0.733,0.267,,0.1119,2.2414,2.0446,0.6052,0.9059,0.989,9.9949,23.3341,0.0101,0.09,0.0284,15.0319,4.4004,,,,,0.0886,29.0714,1.2678,0.5187,0.1285,469.3383,39.145,0.4274,[]
calibration_y54p-20r-22.jpg,left_threequarter_deep,-53.0858,10.9654,4.4137,0.9721,429.2948,429.2948,2.3251,0.208,1.6526,/Volumes/SDCARD/storage/calibration/calibration_y54p-20r-22,0.6743,0.1329,17.7959,,17.7959,,0.6449,0.0461,,56.1052,44.3734,0.6059,0.1809,0.3037,-0.3654,0.0642,0.5128,172.2954,1.9144,0.2048,0.7145,0.2855,0.3465,0.1107,2.248,2.7028,0.5441,0.8694,0.9857,11.7432,25.2336,0.0121,0.0746,0.0264,16.3981,3.6105,,,,,0.0738,39.0103,1.281,0.472,0.1307,608.4522,42.4357,0.525,[]
calibration_y55p-6r0.jpg,left_threequarter_deep,-56.1615,10.9957,-10.6563,0.9732,546.2314,546.2314,2.2363,0.2678,1.3643,/Volumes/SDCARD/storage/calibration/calibration_y55p-6r0,0.68,,11.5475,,11.5475,,0.6392,0.0514,,,,,0.1802,0.3078,-0.3663,,0.5084,171.8816,1.9098,0.2093,0.7206,0.2794,,0.11,2.2516,2.3002,0.5824,0.8868,0.9874,10.395,23.8819,0.0115,0.0793,0.0261,16.4498,3.7097,,,,,0.0813,37.2887,1.2833,0.4822,0.1284,535.109,42.5498,0.485,[]
calibration_y56p-19r-19.jpg,left_threequarter_deep,-58.3765,5.002,7.022,0.9804,328.2514,328.2514,1.6358,0.3377,1.2659,/Volumes/SDCARD/storage/calibration/calibration_y56p-19r-19,0.6714,,27.3394,,27.3394,,0.6397,0.0656,,,,,0.1783,0.3195,-0.3544,,0.5065,169.2144,1.8802,0.2145,0.6908,0.3092,,0.1163,2.2199,2.0166,0.5872,0.9051,0.9892,8.8206,23.0631,0.0094,0.0908,0.0278,16.0423,4.3413,,,,,0.0865,27.3106,1.2654,0.528,0.1319,454.1641,41.4619,0.4599,[]
calibration_y57p-27r-25.jpg,right_threequarter_deep,56.527,-26.9197,-25.2798,0.9779,167.7897,167.7897,1.8452,0.833,1.6086,/Volumes/SDCARD/storage/calibration/calibration_y57p-27r-25,0.5885,,,5.4025,,5.4025,0.6093,,-0.0676,,,,0.1722,-0.3262,0.3157,,0.5104,10.5469,0.1172,-0.1919,0.8166,0.1834,,0.1118,2.2441,2.1253,0.4885,0.8436,0.9896,11.7333,22.4123,0.0083,0.1087,0.0278,16.062,3.1978,,,,,0.1129,34.9143,1.2661,0.5188,0.1333,460.9488,41.0584,0.4334,[]
calibration_y57p23r10.jpg,left_threequarter_deep,-56.1726,-25.784,15.5798,0.9623,145.934,145.934,1.5582,0.5569,1.5432,/Volumes/SDCARD/storage/calibration/calibration_y57p23r10,0.5675,,112.5997,,112.5997,,0.6263,-0.0295,,,,,0.1814,-0.2999,0.3087,,0.5048,3.9683,0.0441,-0.1702,0.7558,0.2442,,0.1232,2.191,1.1564,0.5515,0.8864,0.9913,7.9449,18.4635,0.0048,0.1043,0.0288,16.6484,2.3957,,,,,0.1051,41.7154,1.2654,0.5426,0.1209,227.1399,41.3469,0.1406,[]
calibration_y59p-14r5.jpg,right_threequarter_deep,59.5654,-14.7121,5.1936,0.864,124.3997,124.3997,1.3814,0.3223,1.5092,/Volumes/SDCARD/storage/calibration/calibration_y59p-14r5,0.6789,,,13.5289,,13.5289,0.6396,,0.0261,,,,0.1772,0.3006,-0.3904,,0.5174,177.9911,1.9777,0.2041,0.7988,0.2012,,0.1237,2.1843,0.9592,0.5783,0.9153,0.9938,6.757,18.1098,0.0039,0.101,0.0278,16.6122,3.9,,,,,0.0888,31.0206,1.2903,0.5768,0.1203,187.4017,42.0116,0.0936,[]
calibration_y59p-1r5.jpg,left_threequarter_deep,-60.3129,7.4329,-9.6227,0.9773,229.56,229.56,1.8921,0.418,1.3272,/Volumes/SDCARD/storage/calibration/calibration_y59p-1r5,0.6914,,12.5782,,12.5782,,0.6446,0.0463,,,,,0.1768,0.297,-0.3661,,0.5021,174.9393,1.9438,0.2054,0.7156,0.2844,,0.109,2.2563,2.2198,0.5661,0.89,0.9883,10.283,23.4589,0.01,0.0913,0.0285,15.7934,4.3938,,,,,0.0886,31.1755,1.2691,0.5078,0.1258,502.9372,40.9194,0.4347,[]
calibration_y5p-13r10.jpg,frontal,-2.6918,10.4373,-10.799,0.9844,252.1008,252.1008,1.3026,0.1002,1.2408,/Volumes/SDCARD/storage/calibration/calibration_y5p-13r10,0.6586,0.1618,13.3441,6.9508,13.3441,6.9508,0.7152,0.0394,0.048,59.6746,43.4815,0.5871,0.185,0.3069,-0.3634,0.0584,0.5086,178.2486,1.9805,0.2021,0.7712,0.2288,0.4547,0.1163,2.2184,2.1707,0.6003,0.9104,0.9876,11.284,26.3535,0.0104,0.0478,0.0283,19.306,7.4873,0.008,0.0392,0.0081,804.2075,0.058,21.7545,1.2885,0.5476,0.1358,476.595,49.7205,0.8674,[]
calibration_y60p-28r-37.jpg,right_threequarter_deep,60.1379,-28.7704,-37.5459,0.9675,415.0369,415.0369,2.712,0.5173,1.1348,/Volumes/SDCARD/storage/calibration/calibration_y60p-28r-37,0.5495,,,12.2773,,12.2773,0.6131,,-0.0866,,,,0.1669,-0.3521,0.2892,,0.5151,19.1171,0.2124,-0.1935,0.7954,0.2046,,0.1069,2.2685,2.3342,0.5646,0.8412,0.9887,15.2686,24.8264,0.0125,0.0888,0.0253,15.732,6.329,,,,,0.0824,66.0768,1.2878,0.4257,0.1226,522.3842,40.8911,0.3869,[]
calibration_y60p25r20.jpg,left_threequarter_deep,-66.0364,-25.875,13.6172,0.9826,319.7025,319.7025,1.4493,0.5909,1.2009,/Volumes/SDCARD/storage/calibration/calibration_y60p25r20,0.5756,,130.7339,,130.7339,,0.6364,-0.0518,,,,,0.1861,-0.3065,0.3018,,0.5139,6.3171,0.0702,-0.1764,0.7544,0.2456,,0.1181,2.2097,1.6476,0.5759,0.9183,0.9874,5.8896,19.7123,0.0071,0.0595,0.029,15.2547,6.6005,,,,,0.0601,17.873,1.2898,0.6486,0.1346,365.1683,39.083,0.265,[]
calibration_y61p-17r-12.jpg,left_threequarter_deep,-61.925,15.7838,-8.4251,0.9729,347.3682,347.3682,2.2572,0.6822,1.4974,/Volumes/SDCARD/storage/calibration/calibration_y61p-17r-12,0.6969,,6.447,,6.447,,0.6298,0.0249,,,,,0.1795,0.278,-0.3876,,0.4913,178.2879,1.981,0.1937,0.7414,0.2586,,0.1126,2.2412,1.8701,0.5606,0.8504,0.9868,15.3782,24.9788,0.0109,0.0796,0.0288,19.4428,2.6763,,,,,0.0884,89.0319,1.3155,0.3378,0.1152,406.2931,48.6879,0.3948,[]
calibration_y61p-2r16.jpg,left_threequarter_deep,-56.7498,20.4945,-26.8041,0.9722,283.7844,283.7844,2.3172,0.1692,1.5181,/Volumes/SDCARD/storage/calibration/calibration_y61p-2r16,0.7069,0.1332,7.6354,,7.6354,,0.6289,0.0358,,54.8361,43.995,0.6318,0.1779,0.3103,-0.4053,0.0564,0.5016,177.9439,1.9772,0.2194,0.7348,0.2652,0.3719,0.1205,2.2115,1.3479,0.6175,0.9258,0.9881,4.9073,20.3624,0.0067,0.0405,0.0297,8.6219,7.2215,,,,,0.0319,21.0829,1.1267,0.6145,0.1102,301.2051,22.3315,0.2534,[]
calibration_y62p-19r-37.jpg,left_threequarter_deep,-64.6231,-22.7886,41.773,0.9852,292.1135,292.1135,1.2358,0.6899,1.2032,/Volumes/SDCARD/storage/calibration/calibration_y62p-19r-37,0.5558,,15.8429,,15.8429,,0.6354,-0.0469,,,,,0.1788,-0.3083,0.2939,,0.5066,7.1676,0.0796,-0.1713,0.7907,0.2093,,0.1194,2.2041,1.5439,0.6042,0.9234,0.9874,5.8735,20.238,0.007,0.058,0.0295,16.2479,6.5767,,,,,0.0628,18.2478,1.2946,0.644,0.1328,336.3359,41.3235,0.243,[]
calibration_y62p-40r-28.jpg,left_threequarter_deep,-64.8808,36.9934,-24.4261,0.9626,565.4173,565.4173,3.1175,0.0636,1.3065,/Volumes/SDCARD/storage/calibration/calibration_y62p-40r-28,0.7621,0.1223,35.6775,,35.6775,,0.6324,0.0549,,52.3164,41.2888,0.6751,0.1747,0.278,-0.3942,0.0575,0.4955,175.3286,1.9481,0.2119,0.7267,0.2733,0.3714,0.1079,2.2665,1.7972,0.5772,0.8923,0.9872,8.706,23.5366,0.0088,0.052,0.029,8.4778,4.7993,,,,,0.0334,39.9969,1.1156,0.5118,0.11,406.3162,22.2729,0.2956,[]
calibration_y63p-30r-39.jpg,left_threequarter_deep,-67.3234,-8.0448,29.6162,0.9791,277.6719,277.6719,1.7444,0.4823,0.9281,/Volumes/SDCARD/storage/calibration/calibration_y63p-30r-39,0.5631,,84.1303,,84.1303,,0.6348,-0.0685,,,,,0.1784,-0.3293,0.2948,,0.5039,14.9315,0.1659,-0.1854,0.792,0.208,,0.1107,2.2483,2.041,0.6097,0.8964,0.9888,10.3982,23.4955,0.0107,0.0792,0.0274,15.5562,4.5015,,,,,0.0783,30.9271,1.2711,0.551,0.136,474.3885,40.5668,0.337,[]
calibration_y63p-31r-34.jpg,left_profile,-70.4781,12.9265,8.6493,0.9827,287.7573,287.7573,1.4422,0.5213,0.8519,/Volumes/SDCARD/storage/calibration/calibration_y63p-31r-34,0.6898,,119.9134,,119.9134,,0.5865,0.0788,,,,,0.1823,0.3359,-0.3683,,0.4972,165.4504,1.8383,0.2317,0.7729,0.2271,,0.1152,2.2264,2.0195,0.6056,0.904,0.9904,10.3877,23.4468,0.01,0.1021,0.0289,14.9236,4.2574,,,,,0.0941,27.6618,1.2495,0.539,0.138,468.3145,39.1156,0.2873,[]
calibration_y64p-4r6.jpg,left_threequarter_deep,-60.7523,10.455,-12.5309,0.9613,633.8023,633.8023,3.2225,0.3311,1.1292,/Volumes/SDCARD/storage/calibration/calibration_y64p-4r6,0.6779,,7.7016,,7.7016,,0.6406,0.0377,,,,,0.1754,0.2983,-0.375,,0.5016,177.2631,1.9696,0.2022,0.7414,0.2586,,0.1076,2.268,1.8506,0.5867,0.884,0.9868,9.3145,22.6,0.01,0.0471,0.0298,11.0697,5.1576,,,,,0.035,51.1122,1.1642,0.4573,0.1093,426.5398,28.9432,0.421,[]
calibration_y64p2r-3.jpg,left_threequarter_deep,-64.6261,-6.957,10.7178,0.977,165.8327,165.8327,1.9196,0.6202,1.2694,/Volumes/SDCARD/storage/calibration/calibration_y64p2r-3,0.6085,,58.9105,,58.9105,,0.6368,0.0609,,,,,0.1806,0.3288,-0.3326,,0.4973,167.4642,1.8607,0.2001,0.7468,0.2532,,0.1073,2.2694,1.2605,0.5662,0.8925,0.9912,5.4453,19.7956,0.0061,0.0847,0.0279,12.1621,3.7877,,,,,0.0803,31.2185,1.1974,0.5433,0.1065,282.2594,30.3,0.1843,[]
calibration_y66p-11r10.jpg,left_threequarter_deep,-57.3195,34.557,-34.0176,0.9651,491.1576,491.1576,2.9107,0.2898,1.8581,/Volumes/SDCARD/storage/calibration/calibration_y66p-11r10,0.745,,60.9597,,60.9597,,0.6225,0.0144,,,,,0.1874,0.2762,-0.4217,,0.5035,173.4822,1.9276,0.2058,0.7293,0.2707,,0.113,2.245,1.4457,0.6241,0.9068,0.9874,7.8722,22.1274,0.0081,0.0303,0.0299,9.7778,9.0588,,,,,0.0221,38.9996,1.1398,0.4875,0.1091,322.1213,25.2732,0.2509,[]
calibration_y66p-28r-34.jpg,left_profile,-77.0533,-10.2412,30.1032,0.978,383.0591,383.0591,1.8356,0.638,1.3878,/Volumes/SDCARD/storage/calibration/calibration_y66p-28r-34,0.5697,,21.7779,,21.7779,,0.5895,-0.0545,,,,,0.1717,-0.3153,0.3071,,0.4928,8.2699,0.0919,-0.1796,0.7904,0.2096,,0.1152,2.2276,2.2178,0.5804,0.8848,0.9893,10.48,23.7981,0.0112,0.0926,0.0259,15.4964,4.7275,,,,,0.0924,38.1911,1.2612,0.51,0.1383,521.026,40.5053,0.1954,[]
calibration_y67p-2r-12.jpg,left_threequarter_deep,-66.8609,-18.9418,24.2856,0.9724,188.5866,188.5866,2.2959,0.6957,0.886,/Volumes/SDCARD/storage/calibration/calibration_y67p-2r-12,0.5668,,97.2206,,97.2206,,0.6051,-0.0634,,,,,0.1845,-0.3205,0.2922,,0.4912,17.2845,0.192,-0.1817,0.7577,0.2423,,0.1089,2.2635,1.3561,0.567,0.8718,0.9922,7.8667,20.2312,0.0074,0.0894,0.026,12.1572,3.8827,,,,,0.0839,38.0473,1.1765,0.498,0.107,315.1709,29.9734,0.2008,[]
calibration_y68p-24r-20.jpg,left_profile,-72.0389,23.4724,-14.0843,0.977,222.3927,222.3927,1.9158,0.7601,1.4879,/Volumes/SDCARD/storage/calibration/calibration_y68p-24r-20,0.719,,72.1644,,72.1644,,0.581,0.0354,,,,,0.1705,0.2763,-0.3901,,0.4848,177.2205,1.9691,0.1986,0.7666,0.2334,,0.1173,2.2187,1.2522,0.5551,0.879,0.991,7.5568,19.0271,0.0055,0.0866,0.0284,18.8405,2.7537,,,,,0.0982,48.7924,1.3045,0.51,0.118,250.4089,46.9286,0.0964,[]
calibration_y68p18r16.jpg,left_threequarter_deep,-69.1668,-6.9743,-2.1965,0.9815,260.1046,260.1046,1.5421,0.3836,1.3804,/Volumes/SDCARD/storage/calibration/calibration_y68p18r16,0.6387,,29.3218,,29.3218,,0.6284,0.0466,,,,,0.1765,0.2993,-0.3362,,0.4964,171.7172,1.908,0.1912,0.7672,0.2328,,0.1169,2.2185,2.1676,0.5705,0.8882,0.9885,10.6588,23.2193,0.0097,0.0806,0.0274,15.5037,4.5392,,,,,0.082,30.9786,1.2718,0.5477,0.1396,483.3078,40.455,0.3119,[]
