filename,pose_bucket,pose_yaw,pose_pitch,pose_roll,quality_overall,quality_sharpness,quality_blur,quality_jpeg_noise,expression_mouth_open_intensity,expression_smile_intensity,mesh_path,geo_cranial_face_index,geo_jaw_width_ratio,geo_canthal_tilt_3d_L,geo_canthal_tilt_3d_R,geo_canthal_tilt_L,geo_canthal_tilt_R,geo_interorbital_ratio,geo_orbit_depth_L_ratio,geo_orbit_depth_R_ratio,geo_gonial_angle_L,geo_gonial_angle_R,geo_mandibular_ramus_length,geo_nose_width_ratio,geo_nose_projection_ratio,geo_nasal_frontal_index,geo_chin_projection_ratio,geo_orbit_centroid_ratio,geo_glabella_nasion_projection_angle,geo_forehead_slope_index,geo_nasofacial_angle_ratio,geo_orbital_perimeter_symmetry,geo_orbital_asymmetry_index,geo_gnathion_midline_deviation_ratio,tex_lbp_uniformity,tex_lbp_entropy,tex_glcm_contrast,tex_glcm_energy,tex_glcm_homogeneity,tex_glcm_correlation,tex_gabor_mean,tex_gabor_std,tex_laplacian_energy,tex_spot_density,tex_specular_gloss,tex_skin_tone_std,tex_pigmentation_index,tex_wrinkle_forehead,tex_nasolabial_depth,tex_crow_feet_score,tex_nose_pore_density,tex_uv_spot_density,tex_uv_wrinkle_energy,tex_uv_texture_entropy,tex_uv_silicone_flatness,tex_uv_retouch_score,tex_quality_sharpness_score,tex_quality_noise_score,tex_quality_quality_index,tex_notes
calibration_y69p-12r-17.jpg,left_threequarter_deep,-68.5535,-9.3245,15.3391,0.9765,237.8487,237.8487,1.957,0.5258,1.2794,/Volumes/SDCARD/storage/calibration/calibration_y69p-12r-17,0.5964,,106.2435,,106.2435,,0.6435,-0.0523,,,,,0.1756,-0.3082,0.3165,,0.5028,9.5869,0.1065,-0.1838,0.7851,0.2149,,0.1081,2.2616,2.2875,0.5482,0.8721,0.988,11.3485,23.7188,0.0103,0.0792,0.0271,15.6898,4.4575,,,,,0.0823,33.5944,1.2733,0.5382,0.1322,522.2362,40.8953,0.3199,[]
calibration_y69p-1r-8.jpg,left_profile,-70.8833,-13.9281,16.2944,0.7704,104.7265,104.7265,1.5247,0.5483,1.3911,/Volumes/SDCARD/storage/calibration/calibration_y69p-1r-8,0.5654,,13.5321,,13.5321,,0.5876,-0.0918,,,,,0.1796,-0.3554,0.2944,,0.4934,23.6559,0.2628,-0.2009,0.7597,0.2403,,0.1091,2.2549,1.0472,0.569,0.908,0.9931,7.6572,19.5425,0.0044,0.1066,0.0258,13.1851,3.8863,,,,,0.097,25.2486,1.2115,0.565,0.1123,214.9809,33.1998,0.0799,[]
calibration_y69p0r-7.jpg,left_profile,-70.2359,-14.8149,16.804,0.9805,210.0634,210.0634,1.6288,0.5692,1.4036,/Volumes/SDCARD/storage/calibration/calibration_y69p0r-7,0.563,,11.7253,,11.7253,,0.5911,-0.0967,,,,,0.1806,-0.3603,0.2902,,0.4994,25.0104,0.2779,-0.2028,0.7518,0.2482,,0.1165,2.2225,2.2255,0.5707,0.8808,0.9852,12.9269,23.2506,0.0121,0.1068,0.0255,12.8968,4.6047,,,,,0.0947,17.9298,1.2066,0.6201,0.1646,613.0727,32.6307,0.2911,[]
calibration_y6p-9r2.jpg,frontal,-3.8868,8.8759,-2.4712,0.9569,887.5115,887.5115,3.5954,0.2654,1.3588,/Volumes/SDCARD/storage/calibration/calibration_y6p-9r2,0.645,,13.3739,4.2144,13.3739,4.2144,0.7133,0.0157,0.031,,,,0.1944,0.3028,-0.3761,,0.5028,175.6952,1.9522,0.1953,0.7825,0.2175,,0.1067,2.272,2.0899,0.5751,0.8524,0.9873,15.2784,27.1356,0.0146,0.0178,0.0677,21.8323,7.78,0.006,0.1169,0.0136,756.2837,0.0273,83.5386,1.3219,0.3241,0.1128,518.3457,56.3252,0.8736,[]
calibration_y6p3r0.jpg,frontal,-5.2455,-1.6868,-0.616,0.9525,789.1068,789.1068,3.9574,0.1399,1.4885,/Volumes/SDCARD/storage/calibration/calibration_y6p3r0,0.6625,0.1587,12.2446,6.5598,12.2446,6.5598,0.7087,0.0268,0.0377,58.5009,43.2277,0.58,0.1818,0.2908,-0.3474,0.0559,0.4971,177.2585,1.9695,0.1927,0.7887,0.2113,0.4811,0.1071,2.2707,2.3167,0.5852,0.842,0.9882,16.6554,28.0818,0.0156,0.0877,0.0233,19.2111,4.1697,0.0078,0.1225,0.0061,1200.7617,0.0899,68.6591,1.2997,0.379,0.1106,561.745,48.7606,0.8844,[]
calibration_y6p3r5.jpg,frontal,6.2532,3.1838,5.409,0.9736,477.238,477.238,2.2001,0.0469,1.7467,/Volumes/SDCARD/storage/calibration/calibration_y6p3r5,0.6494,0.1565,15.0187,9.4624,15.0187,9.4624,0.7205,0.0274,0.0357,59.6325,44.7176,0.5836,0.1959,0.3103,-0.3641,0.0525,0.5086,176.4925,1.961,0.2015,0.8014,0.1986,0.472,0.1108,2.247,1.8734,0.5654,0.8745,0.9885,13.1973,26.9875,0.0125,0.0562,0.0295,20.8221,3.0794,0.005,0.1069,0.0036,634.6148,0.0399,70.3378,1.2811,0.3843,0.1143,448.7654,52.4512,0.8732,[]
calibration_y6p9r2.jpg,frontal,5.5382,9.4295,1.507,0.8702,125.5981,125.5981,1.3288,0.0962,1.5987,/Volumes/SDCARD/storage/calibration/calibration_y6p9r2,0.6714,0.1507,9.3934,6.6402,9.3934,6.6402,0.7166,0.0315,0.0358,59.08,43.776,0.5869,0.1874,0.3007,-0.3691,0.0537,0.503,177.883,1.9765,0.2019,0.8036,0.1964,0.4279,0.1163,2.2112,1.2431,0.5853,0.9473,0.9911,5.3954,21.4012,0.005,0.0703,0.03,11.1754,3.0583,0.0043,0.0137,0.0042,587.6034,0.0779,15.7469,1.2081,0.6427,0.1143,260.7988,28.241,0.3631,[]
calibration_y70p15r7.jpg,left_threequarter_deep,-66.281,-22.8737,20.3734,0.9616,540.9997,540.9997,3.1972,0.5087,0.9802,/Volumes/SDCARD/storage/calibration/calibration_y70p15r7,0.5551,,92.5279,,92.5279,,0.6162,-0.0603,,,,,0.1737,-0.3188,0.2989,,0.4985,10.6575,0.1184,-0.177,0.7558,0.2442,,0.1077,2.2683,1.8648,0.5505,0.8598,0.9862,10.4622,23.6452,0.0096,0.0537,0.029,11.0351,4.9651,,,,,0.0456,58.2919,1.1882,0.4294,0.1069,415.4045,28.4787,0.3239,[]
calibration_y71p-15r-13.jpg,left_profile,-70.2152,9.5516,-3.6519,0.9798,187.3654,187.3654,1.6862,0.5584,1.1319,/Volumes/SDCARD/storage/calibration/calibration_y71p-15r-13,0.7079,,107.2139,,107.2139,,0.5904,0.055,,,,,0.1723,0.299,-0.3783,,0.4909,173.1148,1.9235,0.2116,0.7822,0.2178,,0.1114,2.2447,2.4071,0.552,0.8816,0.9889,12.2447,24.2859,0.0104,0.1024,0.0289,15.3828,4.2674,,,,,0.0958,30.2263,1.2564,0.5256,0.1344,552.6285,40.2484,0.2965,[]
calibration_y71p-9r-13.jpg,left_threequarter_deep,-69.7542,-3.2628,7.9062,0.8629,124.4271,124.4271,1.4817,0.7141,1.5027,/Volumes/SDCARD/storage/calibration/calibration_y71p-9r-13,0.6351,,48.1436,,48.1436,,0.6324,0.0665,,,,,0.1828,0.3318,-0.3445,,0.4885,165.6606,1.8407,0.2107,0.749,0.251,,0.1135,2.2336,1.0873,0.5349,0.8959,0.993,7.9671,18.2096,0.0043,0.1024,0.0298,15.8779,3.4658,,,,,0.0732,31.4157,1.2671,0.5271,0.1148,219.2574,40.0456,0.0903,[]
calibration_y71p13r20.jpg,left_profile,-71.3737,8.8815,-17.9001,0.9829,272.3668,272.3668,1.4277,0.5273,1.1456,/Volumes/SDCARD/storage/calibration/calibration_y71p13r20,0.7046,,103.8164,,103.8164,,0.5917,0.0668,,,,,0.1756,0.3104,-0.3719,,0.4947,169.2265,1.8803,0.2187,0.7727,0.2273,,0.1163,2.2204,2.3128,0.5633,0.8918,0.9894,11.4678,24.3461,0.01,0.0994,0.0292,15.1631,4.332,,,,,0.0995,28.5294,1.2604,0.5342,0.1371,524.7697,39.6661,0.2798,[]
calibration_y71p7r3.jpg,left_threequarter_deep,-69.5,-8.1628,5.3705,0.9763,276.0667,276.0667,1.9721,0.7505,1.2954,/Volumes/SDCARD/storage/calibration/calibration_y71p7r3,0.6058,,56.078,,56.078,,0.6301,0.0525,,,,,0.1735,0.3227,-0.3373,,0.4854,170.0505,1.8895,0.1955,0.7756,0.2244,,0.119,2.2104,1.2274,0.5345,0.8754,0.9912,9.7275,20.1152,0.005,0.1106,0.0262,15.0549,2.2424,,,,,0.1098,44.1665,1.2318,0.5133,0.1185,242.7551,37.5241,0.1111,[]
calibration_y71p8r-9.jpg,left_threequarter_deep,-65.6178,-33.5384,33.4547,0.9759,317.6594,317.6594,2.0067,0.7557,1.0878,/Volumes/SDCARD/storage/calibration/calibration_y71p8r-9,0.5614,,25.5953,,25.5953,,0.5935,-0.0581,,,,,0.1773,-0.3204,0.2945,,0.4908,12.1507,0.135,-0.1798,0.773,0.227,,0.1109,2.2435,1.1541,0.5794,0.9188,0.9905,6.2546,19.7989,0.0057,0.0543,0.0299,12.498,3.1271,,,,,0.045,43.2296,1.2293,0.5776,0.1111,252.1067,32.0564,0.1189,[]
calibration_y73p29r29.jpg,left_profile,-77.2175,-5.6909,-4.8372,0.9781,368.4825,368.4825,1.8246,0.7889,1.347,/Volumes/SDCARD/storage/calibration/calibration_y73p29r29,0.6594,,37.3204,,37.3204,,0.5752,-0.0397,,,,,0.173,-0.3004,0.3641,,0.4925,4.1444,0.046,-0.198,0.779,0.221,,0.1099,2.2527,2.3346,0.5714,0.874,0.9888,12.951,25.0623,0.0113,0.098,0.0271,15.4343,4.7942,,,,,0.0936,39.2749,1.2662,0.502,0.132,535.4198,40.3805,0.1953,[]
calibration_y74p-19r-18.jpg,left_profile,-71.3778,13.7317,-9.1042,0.5944,65.963,65.963,1.1198,0.6701,1.2087,/Volumes/SDCARD/storage/calibration/calibration_y74p-19r-18,0.7017,,98.5648,,98.5648,,0.5841,0.0696,,,,,0.1705,0.3151,-0.3725,,0.4872,167.1874,1.8576,0.2211,0.7691,0.2309,,0.1175,2.2111,2.1618,0.5711,0.9229,0.9897,6.6551,23.9075,0.0091,0.0975,0.026,14.2046,4.5611,,,,,0.087,20.4232,1.2455,0.5977,0.134,491.5714,37.29,0.2743,[]
calibration_y74p30r41.jpg,left_profile,-74.0938,11.4891,-14.5575,0.9652,517.9767,517.9767,2.902,0.2394,1.4371,/Volumes/SDCARD/storage/calibration/calibration_y74p30r41,0.7653,,83.3365,,83.3365,,0.5829,0.0027,,,,,0.1624,0.2066,-0.3988,,0.495,161.2865,1.7921,0.1581,0.6962,0.3038,,0.1128,2.2466,1.5104,0.6018,0.89,0.9866,8.372,21.4722,0.0091,0.0448,0.0296,11.0777,9.2642,,,,,0.0375,37.7211,1.135,0.5478,0.1103,363.6843,28.1847,0.1932,[]
calibration_y77p-11r-15.jpg,left_profile,-76.7979,-7.6268,12.928,0.977,275.7073,275.7073,1.9139,0.7627,1.2395,/Volumes/SDCARD/storage/calibration/calibration_y77p-11r-15,0.6101,,17.03,,17.03,,0.592,-0.0571,,,,,0.172,-0.3174,0.3293,,0.4921,9.8595,0.1096,-0.1936,0.7923,0.2077,,0.112,2.243,2.2846,0.5651,0.8717,0.989,12.2483,24.6889,0.0114,0.0894,0.0265,15.7609,4.8703,,,,,0.096,41.6201,1.2654,0.4909,0.1347,533.4627,41.1505,0.2008,[]
calibration_y77p-5r11.jpg,left_profile,-73.9992,46.0321,-45.9262,0.9676,354.9685,354.9685,2.7027,0.278,1.3926,/Volumes/SDCARD/storage/calibration/calibration_y77p-5r11,0.8378,,47.4394,,47.4394,,0.5814,0.0076,,,,,0.1647,0.2099,-0.431,,0.4916,165.4952,1.8388,0.1759,0.7217,0.2783,,0.115,2.2357,1.4793,0.6097,0.9126,0.9873,5.6896,20.8629,0.0075,0.0568,0.0294,9.0415,7.5809,,,,,0.0351,24.1046,1.0992,0.6179,0.11,335.4658,23.3095,0.1171,[]
calibration_y77p9r16.jpg,left_profile,-74.8131,21.4033,-26.5041,0.9582,726.3983,726.3983,3.4842,0.5684,1.6841,/Volumes/SDCARD/storage/calibration/calibration_y77p9r16,0.7295,,72.9356,,72.9356,,0.5907,0.0444,,,,,0.1747,0.2862,-0.3946,,0.491,176.0257,1.9558,0.2088,0.759,0.241,,0.1073,2.2699,2.1362,0.5891,0.8658,0.9857,11.5257,23.513,0.0124,0.0423,0.0295,11.9857,5.5808,,,,,0.0294,63.7334,1.2013,0.4458,0.1109,499.7194,31.3826,0.2158,[]
calibration_y7p-10r-8.jpg,frontal,-6.9156,8.1663,6.6761,0.9799,354.9205,354.9205,1.6715,0.113,1.3242,/Volumes/SDCARD/storage/calibration/calibration_y7p-10r-8,0.6376,0.1774,10.7117,4.8766,10.7117,4.8766,0.73,0.0526,0.0613,56.6967,42.0168,0.5823,0.1983,0.3395,-0.3592,0.0665,0.5262,171.5206,1.9058,0.2165,0.785,0.215,0.4743,0.1191,2.2087,2.5878,0.5957,0.897,0.9861,11.3904,26.7346,0.0122,0.0477,0.027,19.8591,6.7169,0.0081,0.0553,0.0066,977.9388,0.0538,21.3412,1.2944,0.5618,0.1507,573.8174,51.1785,0.8736,[]
calibration_y81p-16r1.jpg,left_profile,-74.8464,49.5629,-46.161,0.962,565.4399,565.4399,3.1707,0.4543,1.3567,/Volumes/SDCARD/storage/calibration/calibration_y81p-16r1,0.858,,44.9398,,44.9398,,0.582,0.0106,,,,,0.1614,0.2097,-0.4308,,0.4909,167.0823,1.8565,0.1799,0.7266,0.2734,,0.118,2.2237,1.4709,0.6022,0.9038,0.9868,7.3652,21.8803,0.0079,0.0571,0.0288,8.9334,7.6989,,,,,0.0395,31.6089,1.1166,0.575,0.1086,338.3584,23.0342,0.1055,[]
calibration_y8p-9r4.jpg,frontal,-7.1771,7.8617,-5.0915,0.9811,257.5388,257.5388,1.5734,0.0724,1.5473,/Volumes/SDCARD/storage/calibration/calibration_y8p-9r4,0.645,0.1665,13.2421,6.1383,13.2421,6.1383,0.7248,0.037,0.0484,57.9464,42.7166,0.5841,0.1907,0.3156,-0.36,0.0613,0.5146,176.5077,1.9612,0.2036,0.781,0.219,0.4948,0.1191,2.2088,2.6153,0.6012,0.8963,0.9857,11.856,27.1247,0.0125,0.0522,0.0263,20.3368,7.226,0.0083,0.0584,0.0094,977.7392,0.0619,23.1255,1.3019,0.5256,0.1498,577.9171,52.2458,0.8739,[]
calibration_y9p9r-1.jpg,frontal,8.9688,9.1965,-1.2962,0.9622,552.7508,552.7508,3.1514,0.1495,1.8037,/Volumes/SDCARD/storage/calibration/calibration_y9p9r-1,0.6281,0.1668,12.5273,10.1286,12.5273,10.1286,0.718,0.0239,0.0318,59.8383,44.8534,0.587,0.1898,0.3105,-0.3649,0.0546,0.504,175.2395,1.9471,0.195,0.8139,0.1861,0.4662,0.109,2.2623,1.7912,0.5772,0.8693,0.9888,11.7453,23.8653,0.0092,0.0324,0.0286,21.6169,10.7639,0.0041,0.0513,0.0069,648.9515,0.0403,35.6291,1.2975,0.4375,0.1082,382.5446,55.2671,0.7759,[]
